airport_code,airport_name_en,country_code,airport_name_ar
SMX,Santa Maria Public Airport,US,مطار سانتا ماريا العام
YNY,Yangyang International Airport,KR,مطار يانغ يانغ الدولي
AXT,Akita Airport,JP,مطار اكيتا
HUY,Humberside Airport,GB,مطار هامبرسايد
MMB,Memanbetsu Airport,JP,مطار ميمانبيتسو
IFN,Esfahan Shahid Beheshti International Airport,IR,مطار أصفهان شهيد بهشتي الدولي
UVF,Hewanorra International Airport,LC,مطار هيوانورا الدولي
BON,Flamingo International Airport,BQ,مطار فلامنغو الدولي
WGA,Wagga Wagga Airport,AU,مطار واجا واجا
BFF,Western Nebraska Regional Airport,US,مطار غرب نيبراسكا الاقليمي
RMF,Marsa Alam International Airport,EG,مطار مرسى علم الدولي
RVN,Rovaniemi Airport,FI,مطار روفانيمي
NCL,Newcastle Airport,GB,مطار نيوكاسل
SAV,Savannah-hilton Head International Airport,US,مطار سافانا هيلتون هيد الدولي
SFJ,Kangerlussuaq Airport,GL,مطار كانجرلوسواك
RTB,Juan Manuel Galvez International Airport,HN,مطار خوان مانويل جالفيز الدولية
GRJ,George Airport,ZA,مطار جورج
PNK,Supadio Airport,ID,مطار سوباديو
TET,Chingozi Airport,MZ,مطار تشينجوزي
DIK,Dickinson Theodore Roosevelt Regional Airport,US,مطار ديكنسون تيودور روزفلت الاقليمي
KAJ,Kajaani Airport,FI,مطار كاياني
SUX,Sioux Gateway Airport,US,مطار سيوكس سيتي
FSD,Sioux Falls Regional Airport,US,مطار سو فولز الإقليمي
SLU,George F L Charles Airport,LC,مطار جورج اف ال تشارلز 
SBN,South Bend Airport,US,مطار بيند الجنوبي
YEV,Inuvik Mike Zubko Airport,CA,مطار انوفيك مايك زوبكو
YAK,Yakutat Airport,US,مطار ياكوتات
GEO,Cheddi Jagan International Airport,GY,مطار شيدي جاغان الدولي
YYQ,Churchill Airport,CA,مطار تشرشل
NLA,Ndola Airport,ZM,مطار ندولا
MAR,La Chinita International Airport,VE,مطار لا تشينيتا الدولي
YVO,Val-dor Airport,CA,مطار فال دو
SHD,Shenandoah Valley Regional Airport,US,مطار وادي  شناندواه  الاقليمي
VOZ,Voronezh International Airport,RU,مطار فورونيج الدولي
VDZ,Valdez Airport,US,مطار فالديز
NQY,Newquay Cornwall Airport,GB,مطار نيوكواي كورنوال
YXH,Medicine Hat Airport,CA,مطار الطب القبعة
HYS,Hays Regional Airport,US,مطار هايز الإقليمي
EKO,Elko Regional Airport,US,مطار إلكو الإقليمي
PIH,Pocatello Regional Airport,US,مطار بوكاتيلو الإقليمي
LBE,Arnold Palmer Regional Airport,US,مطار ارنولد بالمر الاقليمي
VIS,Visalia Municipal Airport,US,مطار فيساليا المحلي
PIR,Pierre Regional Airport,US,مطار بيير الإقليمي
PBO,Paraburdoo Airport,AU,مطار بارابوريو
ABR,Aberdeen Regional Airport,US,مطار أبردين الإقليمي
ICT,Wichita Mid-continent Airport,US,مطار ويتشيتا ميد-كونفينينت 
YPR,Prince Rupert Airport,CA,مطار الأمير روبرت
LIL,Lille-lesquin Airport,FR,مطار ليل-ليكوين
LBL,Liberal Mid-america Regional Airport,US,مطار ليبرالي منتصف أمريكا الإقليمي
BTM,Bert Mooney Airport,US,مطار بيرت موني
SLK,Adirondack Regional Airport,US,مطار آديرونداك الإقليمي
ORH,Worcester Regional Airport - Orh,US,مطار ووستر الإقليمي -او ار اتش
LAR,Laramie Regional Airport,US,مطار لارامي الإقليمي
EAU,Chippewa Valley Regional Airport,US,مطار شبوا فالي الإقليمي
WVB,Walvis Bay Airport,NA,مطار والفيز باي
DUJ,Dubois Regional Airport,US,مطار دوبوا الإقليمي
YZT,Port Hardy Airport,CA,مطار بورت هاردي
CGI,Cape Girardeau Regional Airport,US,مطار كيب جيراردو الإقليمي
FKL,Venango Regional Airport,US,مطار فينانغو الإقليمي
YKM,Yakima Air Terminal - Mcallister Field Airport,US, مطار ياكيما اير تيرمينال - مكاليستر فيلد
LDY,City Of Derry Airport,GB,مطار مدينة ديري
ILI,Iliamna Airport,US,مطار إيليامنا
IRK,Kirksville Regional Airport,US,مطار كيركسفيل الإقليمي
ROP,Rota International Airport,MP,مطار روتا الدولي
PLU,Belo Horizonte-pampulha - Carlos Drummond De Andrade Airport,BR,مطار بيلو هوريزونتي-بامبولها - كارلوس دروموند دي أندرادي 
MVD,Carrasco International Airport,UY,مطار كاراسكو الدولي
YQY,Sydney-ja Douglas Mccurdy Airport,CA,مطار سيدني جا دوغلاس مكوردي 
YXT,Northwest Regional Airport,CA,مطار شمال غرب الإقليمي
DPS,Ngurah Rai Airport,ID,مطار نغورا راي 
KKN,Kirkenes Airport,NO,مطار كيركينيس
KUV,Gunsan Airport,KR,مطار غونسان
ELS,East London Airport,ZA,مطار شرق لندن
YWG,Winnipeg James Armstrong Richardson International Airport,CA,مطار ينيبيغ جيمس أرمسترونغ ريتشاردسون الدولي
RRG,Sir Gatan Duval Airport,MU,مطار سيدي قطان دوفال
AGU,Lic Jess Tern Peredo International Airport,MX,مطار ليك جيس تيرن بيريدو الدولي
SAE,Sangir Airport,UG,مطار سانغير
MBI,Mbeya Airport,TZ,مطار مبيا
PUM,Pomala Airport,UG,مطار بومالا
BRO,Brownsville-south Padre Island International Airport,US,مطار براونزفيل جنوب جزيرة بادري الدولي
IFP,Laughlin-bullhead International Airport,US,لافلين، البلهد المطار الدولي
RDM,Redmond Municipal Airport,US,مطار ريدموند مانيسيبال
CPR,Casper-natrona County International Airport,US,مطار مقاطعة كاسبر ناترونا الدولي
FAY,Fayetteville Regional Airport,US,مطار فايتيفيل الإقليمي
KCL,Chignik Lagoon Airport,US,مطار تشيغنيك لاغون
UGB,Ugashik Bay Airport,US,مطار اوغاشيك خليج
BGM,Greater Binghamton Airport,US,مطار غريتر بينغامتون 
TJQ,Buluh Tumbang H A S Hanandjoeddin Airport,ID,مطار بولو تومبانغ اتش اي اس هاناندجويدين
PHO,Point Hope Airport,US,مطار نقطة الأمل
DWC,Dubai World Central - Al Maktoum International Airport,AE,دبي ورلد سنترال - مطار آل مكتوم الدولي
MCK,Mccook Ben Nelson Regional Airport,US,مطار ماكوك بن نيلسون الإقليمي
TTN,Trenton-mercer Airport,US,مطار ترينتون-ميرسر 
SGF,Springfield-branson National Airport,US,سبرينغفيلد برانسون الوطني للمطارات
MEI,Meridian Regional Airport,US,مطار ميريديان الإقليمي
STV,Surat Airport,IN,مطار سورات
SEA,Seattle-tacoma International Airport,US,مطار سياتل تاكوما الدولي
LBF,North Platte Regional Airport,US,مطار نورث بلات الإقليمي
PGV,Pitt-greenville Airport,US,مطار بيت-غرينفيل 
MNL,Ninoy Aquino International Airport,PH,مطار نينوي أكوينو الدولي
KUU,Kullu Manali Airport,IN,مطار كولو منالي
CMN,Mohammed V International Airport,MA,مطار محمد الخامس الدولي
IMF,Imphal Airport,IN,مطار امفال
BUR,Bob Hope Airport,US,مطار بوب هوب
CNF,Tancredo Neves International Airport,BR,مطار تانكريدو نيفيس الدولي
SVX,Koltsovo Airport,RU,مطار كولتسوفو
JLR,Jabalpur Airport,IN,مطار جابالبور
PDX,Portland International Airport,US,مطار بورتلاند الدولي
CCU,Netaji Subhash Chandra Bose International Airport,IN,مطار نيتاجي سوبهاش تشاندرا بوس الدولي
CME,Ciudad Del Carmen International Airport,MX,مطار سيوداد ديل كارمن الدولي
ILO,Iloilo International Airport,PH,مطار لويلو الدولي
NVT,Ministro Victor Konder International Airport,BR,مطار مينيسترو فيكتور كوندر الدولي
TMW,Tamworth Airport,AU,مطار تامورث
TUP,Tupelo Regional Airport,US,مطار توبيلو الإقليمي
BRE,Bremen Airport,DE,مطار بريمن
VBY,Visby Airport,SE,مطار فيسبي
MOB,Mobile Regional Airport,US,مطار موبايل الإقليمي
ABQ,Albuquerque International Sunport Airport,US,مطار البوكيرك سنبورت الدولي 
KMJ,Kumamoto Airport,JP,مطار كوماموتو
JHW,Chautauqua County-jamestown Airport,US,مطار تشوتوكوا إقليم-جيمس تاون 
AGH,Ngelholm-helsingborg Airport,SE,مطار نغيلوهلم-هلسنجبورج 
GOI,Goa International Airport,IN,مطار غوا الدولي
PBD,Porbandar Airport,IN,مطار بوربندر
TRV,Trivandrum International Airport,IN,مطار تريفاندروم الدولي
KCG,Chignik Fisheries Airport,US,مطار تشيغنيك فيشيريز
IXC,Chandigarh Airport,IN,مطار شانديغار
LFT,Lafayette Regional Airport,US,مطار لافاييت الإقليمي
ONT,Ontario International Airport,US,مطار أونتاريو الدولي
BHD,George Best Belfast City Airport,GB,مطار جورج بست بلفاست سيتي
EZE,Ministro Pistarini International Airport,AR,مطار الوزير بيستارينيي الدولي
VKO,Vnukovo International Airport,RU,مطار فنوكوفو الدولي
HPN,Westchester County Airport,US,مطار مقاطعة وستشستر
LEX,Blue Grass Airport,US,مطار بلو جراس
CPT,Cape Town International Airport,ZA,مطار كيب تاون الدولي
LPA,Gran Canaria Airport,ES,مطار غران كناريا
MRE,Mara Lodges Airport,KE,مطار مارا المساكن
LUZ,Lublin Airport,MD,مطار لوبلان
GAU,Lokpriya Gopinath Bordoloi International Airport,IN,مطار لوكبريا غوبيناث بوردولوي الدولي
NAN,Nadi International Airport,FJ,مطار نادي الدولي
PMF,Parma Airport,IT,مطار بارما
CCS,Simn Bolvar International Airport,VE,مطار سيمون بوليفار الدولي
ABE,Lehigh Valley International Airport,US,مطار ليهاي فالي الدولي
MSO,Missoula International Airport,US,مطار ميسولا الدولي
CFE,Clermont-ferrand Auvergne Airport,FR,مطار كليرمون-فيران أوفيرني
EYW,Key West International Airport,US,مطار كي ويست الدولي
SHV,Shreveport Regional Airport,US,مطار شريفبورت الإقليمي
BIL,Billings Logan International Airport,US,مطار بيللينغس لوغان الدولي 
ACY,Atlantic City International Airport,US,مطار أتلانتك سيتي الدولي
SFO,San Francisco International Airport,US,مطار سان فرانسيسكو الدولي
ZCL,General Leobardo C Ruiz International Airport,MX,مطار جنرال ليوباردو سي رويز الدولي
IPL,Imperial County Airport,US,مطار مقاطعة امبريال
MEL,Melbourne Airport,AU,مطار ملبورن
HAK,Haikou Meilan International Airport,CN,مطار هايكو ميلان الدولى
ZCO,Maquehue Airport,CL,مطار ماكيوهو
KBR,Sultan Ismail Petra Airport,MY,مطار السلطان إسماعيل بترا
MLN,Melilla Airport,ES,مطار مليلية
MJV,Murcia-san Javier Airport,ES,مطار مورسيا-سان خافيير
IDR,Devi Ahilyabai Holkar Airport,IN,مطار ديفي أهيلياباي هولكار
GNB,Grenoble-isre Airport,FR,مطار جرنوبل-ايسر 
GND,Maurice Bishop International Airport,GD,مطار موريس بيشوب الدولي
PBC,Hermanos Serdn International Airport,MX,مطار هيرمانوس سيردن الدولي
FDF,Martinique Aim Csaire International Airport,MQ,مطار مارتينيك ايم كسير الدولي
DTW,Detroit Metropolitan Wayne County Airport,US,مطار مقاطعة ديترويت ميتروبوليتان واين
LBC,Lbeck Airport,DE,مطار لبيك
LRM,La Romana International Airport,DO,مطار لا رومانا الدولي
ASU,Silvio Pettirossi International Airport,PY,مطار سيلفيو بيتيروسي الدولي
ESB,Esenboa International Airport,TR,مطار اسينبوا الدولي
MGM,Montgomery Regional Airport,US,مطار مونتغومري الاقليمي
IST,Istanbul Atatrk Airport,TR,مطار اسطنبول أتاتورك
MGW,Morgantown Municipal Airport,US,مطار مورغانتاون المحلي
SAW,Sabiha Gken International Airport,TR,مطار صبيحة جن الدولي 
CCJ,Calicut International Airport,IN,مطار كاليكت الدولي
BHO,Raja Bhoj International Airport,IN,مطار رجاء بهوج الدولي
TRZ,Tiruchirapally Civil Airport Airport,IN,مطار تيرتشيراباللي المدني 
NAG,Dr Babasaheb Ambedkar International Airport,IN,مطار الدكتور باباصاهب أمبيدكار الدولي
SAN,San Diego International Airport,US,مطار سان دييغو الدولي
BRU,Brussels Airport,BE,مطار بروكسل
DIB,Dibrugarh Airport,IN,مطار ديبروجاره
TOS,Troms Airport,NO,مطار ترومس
NRT,Narita International Airport,JP,مطار ناريتا الدولي
PIT,Pittsburgh International Airport,US,مطار بيتسبرغ الدواي
RJA,Rajahmundry Airport,IN,مطار راجاهموندري 
MAN,Manchester Airport,GB,مطار مانشستر
GOP,Gorakhpur Airport,IN,مطار جوراخبور
JAX,Jacksonville International Airport,US,مطار جاكسونفيل الدولي
YOW,Ottawa Macdonald-cartier International Airport,CA,أوتاوا ماكدونالد، كارتييه المطار الدولي
TPE,Taiwan Taoyuan International Airport,TW,مطار تايوان تاويوان الدولي
TSV,Townsville Airport,AU,مطار تاونزفيل
