airport_code,city_code,airport_name,address_en,webisite,phone
PMR,PMR,Palmerston North Airport,"""Airport Dr",http://www.pnairport.co.nz/,(+64) 6-351 4415
WRO,WRO,Wrocaw-copernicus Airport,"""Graniczna 190",http://airport.wroclaw.pl/,(+48) 71 358 11 00
BRW,BRW,Wiley Post-will Rogers Memorial Airport,"""Barrow",https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?airportId=BRW,(+1) 907-451-2206
STX,STX,Henry E Rohlsen Airport,"""Christiansted",,(+1 340)-778-1012
WUA,TGO,Wuhai Airport,,,
YGX,YGW,Gillam Airport,,,
LKB,LKB,Lakeba Island Airport,,,
NUS,NUS,Norsup Airport,,,
GBT,GBT,Gorgan Airport,,,
GYN,GYN,Santa Genoveva Airport,,,
CPH,CPH,Copenhagen Airport,"""Lufthavnsboulevarden 6",http://www.billund-airport.dk,(+45) 32 31 32 31
KZO,KZO,Kzyl-orda Southwest Airport,,,
BRR,BRR,Barra Airport,,,
YGV,YGT,Havre St Pierre Airport,,,
VLL,VLL,Valladolid Airport,,,
UKK,UKK,Ust-kamennogorsk Airport,,,
TOF,TOF,Bogashevo Airport,,,
AGF,AGF,Agen-la Garenne Airport,,,
FLO,FLO,Florence Regional Airport,"""2100 Terminal Dr",http://www.florencescairport.com/,(+1) 843-669-5001
GLA,GLA,Glasgow Airport,"""Paisley",http://www.glasgowairport.com/,(+44) 844 481 5555
IKA,THR,Tehran Imam Khomeini International Airport,"""Tehran Imam Khomeini International Airport ",http://ikia.airport.ir/,(+98) 21 5100 6015
AHE,MVT,Ahe Airport,,,
LKN,LKN,Leknes Airport,"""Lufthavnveien 29",http://www.avinor.no/en/airport/leknes,(+47) 67 03 39 00
YBB,YBB,Kugaaruk Airport,,,
CDG,PAR,Charles De Gaulle Airport,"""95700 Roissy-en-France",http://www.aeroportsdeparis.fr/ADP/en-gb/passagers/home/,(+33) 1 70 36 39 50
IVL,IVL,Ivalo Airport,,,
YTE,YTE,Cape Dorset Airport,,,
URA,URA,Uralsk Airport,,,
NBE,MJF,Enfidha - Hammamet International Airport,,,
VVO,VVO,Vladivostok International Airport,"""RUSSIA",http://vvo.aero/index.php?lang=english,(423) 230-69-09
UUS,UUS,Yuzhno-sakhalinsk Airport,,,
VIT,VIT,Vitoria-foronda Airport,,,
GME,GME,Gomel Airport,,,
IBA,ENU,Ibadan Airport,,,
PTJ,PTJ,Portland Airport,,,
DAL,DFW,Dallas Love Field,"""8008 Cedar Springs Rd",http://www.dallas-lovefield.com/,(+1) 214-670-6080
XNN,XNN,Xining Caojiabu Airport,,,
HOD,HOD,Hodeida International Airport,"""Al Hudaydah",,NA
BNN,BNN,Brnnysund Airport,,,
OTZ,OTZ,Ralph Wien Memorial Airport,"""Kotzebue",https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?airportId=OTZ,(+1) 907-451-5250
YBK,YBK,Baker Lake Airport,,,
GKA,GKA,Goroka Airport,"""Highlands Hwy",,(+675) 532 1260
BHV,BHV,Bahawalpur Airport,,,
ARH,ARH,Talagi Airport,,,
UKX,IKT,Ust-kut Airport,,,
HTA,HTA,Chita-kadala Airport,,,
NNM,NNM,Naryan Mar Airport,,,
MJZ,MJZ,Mirny Airport,,,
ZAZ,ZAZ,Zaragoza Air Base,,,
KSN,KSN,Kostanay West Airport,,,
IAS,IAS,Iai International Airport,"""Strada Moara de Vant nr. 34",http://www.aeroport.ro/index.php/en/plecari,(+40) 232 271 590
ILR,ILR,Ilorin International Airport,,,
NUX,NUX,Novy Urengoy Airport,,,
MQL,MQL,Mildura Airport,"""Alan Mathews Dr",http://www.milduraairport.com.au/wp/,(+61) 3 5055 0500
BVG,BVG,Berlevg Airport,,,
NTG,NTG,Nantong Airport,,,
BDO,BDO,Husein Sastranegara International Airport,,,
MNG,MNG,Maningrida Airport,,,
GGT,GGT,Exuma International Airport,"""Moss Town",https://airport.georgetown.org/,NA
OMH,PFQ,Urmia Airport,,,
IKI,IKI,Iki Airport,,,
PPQ,PPQ,Paraparaumu Airport,,,
BUD,BUD,Budapest Ferenc Liszt International Airport,"""1185 Budapest",http://www.bud.hu/english,(+36) (1) 296-9696
PIS,PIS,Poitiers-biard Airport,,,
NSK,NSK,Norilsk-alykel Airport,,,
FBD,FBD,Faizabad Airport,,,
NOZ,NOZ,Spichenkovo Airport,,,
EGC,EGC,Bergerac-roumanire Airport,,,
KUT,KUT,Kopitnari Airport,,,
EIS,EIS,Beef Island Tortola Airport,"""Airport Rd",,(+1 284)-852-9000
SUN,SUN,Friedman Memorial Airport,"""1616 Airport Way",http://www.iflysun.com/,(+1) 208-788-4956
KYP,KYP,Kyaukpyu Airport,,,
KIR,KIR,Kerry Airport,"""KERRY AIRPORT plc",http://www.kerryairport.ie/,(+353) (0)66 9764644
TZL,SJJ,Tuzla International Airport,,,
EAT,EAT,Pangborn Memorial Airport,"""1 Pangborn Dr",,(+1) 509-884-2494
RKS,RKS,Rock Springs - Sweetwater County Airport,"""382 Highway 370",,(+1) 307-352-6880
DUS,DUS,Dsseldorf Airport,"""Flughafenstrabe 120",http://www.dus.com,(+49) 211 4210
OGZ,OGZ,Beslan Airport,,,
VRC,VRC,Virac Airport,,,
ABT,ABT,Al Baha Airport,,,
JAV,JAV,Ilulissat Airport,"""Postboks 523",http://www.mit.gl/,(+299) 94 41 40
PRA,LPS,General Urquiza Airport,,,
ABA,ABA,Abakan Airport,,,
YAX,YAX,Wapekeka Airport,,,
NGO,NGO,Chbu Centrair International Airport,"""１-１ Centrair",http://www.centrair.jp/,(+81) 569-38-1195
YUB,YUB,Tuktoyaktuk Airport,,,
RAR,RAR,Rarotonga International Airport,"""Avarua District",,NA
YXS,YXS,Prince George Airport,"""4141 Airport Rd-10",http://www.pgairport.ca/contact_us.php,(+1) 250-963-2400
TSA,TPE,Taipei Songshan Airport,"""Taipei International Airport 10548 Dunhua North Road",http://www.tsa.gov.tw/tsa/zh/home.aspx,(+886) 2 8770 3460
CUF,CUF,Cuneo - Levaldigi Airport,,,
OMO,OMO,Mostar International Airport,,,
ABD,ABD,Abadan Airport,,,
MRY,MRY,Monterey Regional Airport,"""200 Fred Kane Dr #200",http://www.montereyairport.com/,(+1) 831-648-7000
DQA,STI,Saertu Airport,,,
ELI,AET,Elim Airport,,,
IRM,HMA,Igrim Airport,,,
HMA,HMA,Khanty Mansiysk Airport,,,
NYM,NYM,Nadym Airport,,,
STW,STW,Stavropol Shpakovskoye Airport,,,
EZV,SLY,Berezovo Airport,,,
NYA,HMA,Nyagan Airport,,,
KVX,KVX,Pobedilovo Airport,,,
KCT,RML,Koggala Airport,,,
TUO,TUO,Taupo Airport,"""Anzac Memorial Dr",,(+64) 7-378 7771
YKA,YKA,Kamloops Airport,"""3035 Airport Rd",http://www.kamloopsairport.com/,(+1) 250-376-3613
AGT,AGT,Guarani International Airport,,,
FNA,FNA,Lungi International Airport,"""Lungi",,NA
AAN,AAN,Al Ain International Airport,,,
VUP,VUP,Alfonso Lpez Pumarejo Airport,,,
KWJ,KWJ,Gwangju Airport,,,
NCE,NCE,Nice Cte Dazur Airport,"""Rue Costes et Bellonte",http://www.nice.aeroport.fr/,(+33) 820 42 33 33
KIT,KIT,Kithira Island National Airport,"""Kithira 801 00",,NA
ANE,ANE,Angers-loire Airport,,,
DWD,DWD,Dawadmi Domestic Airport,,,
KYZ,KYZ,Kyzyl Airport,,,
OMR,OMR,Oradea International Airport,"""Aradi ut 80",http://www.aeroportoradea.ro/index.php?link=&lang=eng,(+40) 259 416 082
AJA,AJA,Ajaccio-napolcon Bonaparte Airport,,,
FEG,FEG,Fergana International Airport,,,
KSQ,KSQ,Karshi Khanabad Airport,,,
ILP,KNQ,Le Des Pins Airport,,,
TMJ,TMJ,Termez Airport,,,
LDH,LDH,Lord Howe Island Airport,,,
AIA,AIA,Alliance Municipal Airport,"""5631 Sarpy Road",http://www.flyalliancene.com/,(+1) 308-762-4512
FDE,FDE,Bringeland Airport,,,
VCE,VCE,Venice Marco Polo Airport,"""Via Galileo Galilei",http://www.veniceairport.it/,(+39) 041 2606260
AWZ,AWZ,Ahwaz Airport,,,
BAV,BAV,Baotou Airport,,,
LAQ,LAQ,La Abraq Airport,,,
JUV,JHS,Upernavik Airport,,,
NOJ,NOJ,Noyabrsk Airport,,,
SKD,SKD,Samarkand Airport,,,
JOK,JOK,Yoshkar-ola Airport,,,
KRO,KRO,Kurgan Airport,,,
NCU,NCU,Nukus Airport,,,
BZK,BZK,Bryansk Airport,,,
FAR,FAR,Hector International Airport,"""2801 32nd Ave NW",http://www.fargoairport.com/,(+1) 701-241-8168
BEG,BEG,Belgrade Nikola Tesla Airport,"""226",http://www.beg.aero/welcome.54.html/,(+38) 111 2094000
TPP,TPP,Cadete Fap Guillermo Del Castillo Paredes Airport,,,
XCH,XCH,Christmas Island Airport,,,
BKZ,BKZ,Bukoba Airport,,,
UPN,UPN,Licenciado Y General Ignacio Lopez Rayon Airport,,,
WKK,WKK,Aleknagik - New Airport,,,
PHE,PHE,Port Hedland International Airport,,,
VIJ,VIJ,Virgin Gorda Airport,,,
ENE,ENE,Ende H Hasan Aroeboesman Airport,,,
WEI,WEI,Weipa Airport,,,
EBA,EBA,Marina Di Campo Airport,"""Via dellAeroporto Localita La Pila",http://www.elbaisland-airport.it/en/,(+39) 0565/976011
DYU,DYU,Dushanbe Airport,,,
UGC,UGC,Urgench Airport,,,
DRS,DRS,Dresden Airport,"""Flughafenstrabe",http://www.dresden-airport.de/homepage.html,(+49) 351 8810
CXB,CXB,Coxs Bazar Airport,,,
PLM,PLM,Sultan Mahmud Badaruddin Ii International Airport,"""Palembang No.30155",http://www.smb2airport.com/,(+62) 711 385004
VKT,VKT,Vorkuta Airport,,,
MAF,MAF,Midland International Airport,"""9506 La Force Blvd",http://www.flymaf.com/,(+1) 432-560-2200
UUA,UUA,Bugulma Airport,,,
AZR,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,,,
JRO,JRO,Kilimanjaro International Airport,"""Kilimanjaro Airport Rd",http://www.kilimanjaroairport.co.tz/,(+255) 27 2554252
HAA,HAA,Hasvik Airport,,,
ISA,ISA,Mount Isa Airport,,,
HRI,RML,Mattala Rajapaksa International Airport,,,
SZK,SZK,Skukuza Airport,,,
BWT,BWT,Wynyard Airport,,,
TBP,TBP,Capitan Fap Pedro Canga Rodriguez Airport,,,
URS,URS,Kursk East Airport,,,
SNR,SNR,Saint-nazaire-montoir Airport,,,
OSW,OSW,Orsk Airport,,,
UTS,VKT,Ust-tsylma Airport,,,
REN,REN,Orenburg Central Airport,,,
YBC,YBC,Baie-comeau Airport,"""Route de lAeroport",,(+1) 418-589-8285
ERF,ERF,Erfurt-weimar Airport,"""Binderslebener Landstrabe 100",http://www.flughafen-erfurt-weimar.de/,(+49) 361 6562200
AVL,AVL,Asheville Regional Airport,"""Asheville Regional Airport Authority 61 Terminal Drive",http://www.flyavl.com/,(+1) 828-684-2227
PLO,PLO,Port Lincoln Airport,"""Lincoln Hwy",http://www.lowereyrepeninsula.sa.gov.au/page.aspx,(+61) 419 123 214
BBN,BBN,Bario Airport,,,
PDS,PDS,Piedras Negras International Airport,,,
BHX,BHX,Birmingham Airport,"""Birmingham",http://www.birminghamairport.co.uk/,(+44) 871 222 0072
JTR,JTR,Santorini Thira National Airport,"""Santorini 847 00",http://www.santoriniairport.com/,(+30) 22860 28400
YCD,YCD,Nanaimo Airport,"""3350 Spitfire Rd",http://www.nanaimoairport.com/,(+1) 250-924-2157
CLQ,CLQ,Lic Miguel De La Madrid Airport,"""Domicilio Conocido S/N",,(+52) 312 314 4160
BDQ,BDQ,Vadodara Airport,"""Airport Director",http://aai.aero/allAirports/vadodara_generalinfo.jsp,91-265-2485356
SPS,SPS,Wichita Falls Municipal Airport,"""4000 Armstrong Drive",http://flywichitafalls.net/,(+1) 940-855-3621
FGI,APW,Fagalii Airport,"""Apia",,NA
JSR,JSR,Jessore Airport,,,
ODY,ODY,Oudomsay Airport,,,
XKH,XKH,Xieng Khouang Airport,,,
MWA,MWA,Williamson County Regional Airport,"""10400 Terminal Drive",http://www.wilcoairport.com/,(+1) 618-993-3353
ZYL,ZYL,Osmany International Airport,,,
IRD,CGP,Ishurdi Airport,,,
PBU,PBU,Putao Airport,,,
TRR,RML,China Bay Airport,,,
FON,FON,Arenal Airport,,,
PSG,PSG,Petersburg James A Johnson Airport,"""1450 Haugen Dr",,(+1) 907-772-4624
TLS,TLS,Toulouse-blagnac Airport,"""31703 Blagnac",http://www.toulouse.aeroport.fr/us/default.asp,(+33) 825 38 00 00
JGS,JGS,Jinggangshan Airport,,,
BIN,WAG,Bamiyan Airport,,,
NUK,MVT,Nukutavake Airport,,,
BRM,BRM,Barquisimeto International Airport,,,
TAM,TAM,General Francisco Javier Mina International Airport,"""Adolfo Lopez Mateos Blvd 1001",http://www.oma.aero/es/aeropuertos/tampico/,(+52) 833 478 7000
ELM,ELM,Elmira Corning Regional Airport,"""276 Sing Sing Rd #1",http://www.ecairport.com/,(+1) 607-739-5621
HTN,HTN,Hotan Airport,,,
AVV,MEL,Avalon Airport,"""80 Beach Rd",http://www.avalonairport.com.au/,(+61) 3 5227 9100
HRG,HRG,Hurghada International Airport,"""Hurghada",http://airport-hurghada.ru/,"(+20) 65443976, 20 65442831"
PSR,PSR,Abruzzo Airport,"""Via Tiburtina Km 229",http://www.abruzzoairport.com/,(+39) 085.4324.206
UPG,UPG,Sultan Hasanuddin Airport,"""Jalan Raya Airport No. 1",http://www.hasanuddin-airport.com/,(+62) 411 550123
INV,INV,Inverness Airport,"""Dalcross",http://www.hial.co.uk/,(+44) 01667 464000
AVA,HSN,Anshun Huangguoshu Airport,,,
ZTA,MVT,Tureia Airport,,,
KHZ,MVT,Kauehi Airport,,,
STC,STC,St Cloud Regional Airport,,,
MVT,MVT,Mataiva Airport,,,
MCM,MCM,Monaco Heliport,,,
DEN,DEN,Denver International Airport,"""8500 Peña Blvd",http://flydenver.com/,(+1) 303-342-2000
WDH,WDH,Hosea Kutako International Airport,"""154 Independence Avenue",,(+264) 61 295 5600
BFI,SEA,King County International Airport,"""7277 Perimeter Rd S",http://www.kingcounty.gov/transportation/kcdot/Airport.aspx,(+1) 206-296-7380
OBO,OBO,Tokachi-obihiro Airport,"""8 Chome-４１ West 9 lines",http://obihiro-airport.com/en/index.html,(+81) 155-64-5320
AAT,DOY,Altay Air Base,,,
YVM,YVM,Qikiqtarjuaq Airport,,,
HET,HET,Hohhot Baita International Airport,"""Airport Road Saihan",,(+86) 471 494 1306
ADK,ADK,Adak Airport,,,
YAA,YAA,Anahim Lake Airport,,,
BUL,NSB,Bulolo Airport,,,
TNH,DLC,Tonghua Sanyuanpu Airport,,,
YPW,YPW,Powell River Airport,"""Powell River",,NA
YQC,YQC,Quaqtaq Airport,"""Quaqtaq",,(+1) 819-492-9915
VXE,VXE,So Pedro Airport,,,
RKA,MVT,Aratika Nord Airport,,,
PHX,PHX,Phoenix Sky Harbor International Airport,"""3400 E Sky Harbor Blvd",http://skyharbor.com/,(+1) 602-273-3300
IXA,IXA,Agartala Airport,"""Airport Director",,"91-381-2342224, 91-381-2342085"
EAS,EAS,San Sebastin Airport,"""Gabarrari Kalea",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-San-Sebastian/es/,(+34) 902 40 47 04
BOH,BOH,Bournemouth Airport,,,
SYD,SYD,Sydney Airport,"""Airport Dr",http://www.sydneyairport.com.au/,(+61) 2 9667 9111
BJF,BJF,Btsfjord Airport,,,
KYK,KAL,Karluk Airport,,,
TGO,TGO,Tongliao Airport,,,
VDS,VDS,Vads Airport,,,
TXN,TXN,Tunxi International Airport,,,
DDG,DDG,Dandong Airport,,,
WEF,WEF,Weifang Airport,,,
GSM,GSM,Gheshm Airport,,,
FMO,FMO,Mnster Osnabrck International Airport,"""Airportallee 1",http://www.fmo.de/,(+49) 2571 940
REP,REP,Siem Reap International Airport,"""National Highway 6",http://www.cambodia-airports.aero/#anchor,(+996) (312) 69-32-20
CLT,CLT,Charlotte Douglas International Airport,"""5501 R C Josh Birmingham Pkwy",http://charmeck.org/city/charlotte/Airport/Pages/default.aspx,(+1) 800-359-2342
MRV,MRV,Mineralnyye Vody Airport,,,
NSN,NSN,Nelson Airport,"""Trent Dr",http://www.nelsonairport.co.nz/,(+64) 3 547 3199
HOM,HOM,Homer Airport,"""2336 Kachemak Dr",http://www.cityofhomer-ak.gov/airport,(+1) 907-235-8121
YEK,YEK,Arviat Airport,,,
WRE,WRE,Whangarei Airport,,,
NNG,NNG,Nanning Wuxu International Airport,"""Wuxuzhen",http://english.nanning.gov.cn/n725531/n751804/n752316/n9052959/n9053006/9573140.html,(+86) 771 209 5114
AVN,AVN,Avignon-caumont Airport,,,
BSA,BSA,Bosaso Airport,,,
CEN,CEN,Ciudad Obregn International Airport,"""Carretera Ciudad Obregon-Navojoa KM18.40",,(+52) 644 445 0004
YAC,YAC,Cat Lake Airport,,,
CIP,CIP,Chipata Airport,"""Chipata",,NA
IKT,IKT,International Airport Irkutsk,"""Irkutsk",http://en.iktport.ru/,(+7) 395 226-62-77
RRR,MVT,Raroia Airport,,,
DBA,DBA,Dalbandin Airport,,,
BRN,BRN,Bern Airport,"""3123 Belp",,(+43) 31 960 21 11
FRA,FRA,Frankfurt Airport,"""60547 Frankfurt",http://www.frankfurt-airport.de,(+49) 180 6 3724636
EWR,NYC,Newark Liberty International Airport,"""3 Brewster Rd",http://www.panynj.gov/airports/newark-liberty.html,(+1) 973-961-6000
ROW,ROW,Roswell International Airport,"""1 Jerry Smith Dr",http://www.roswell-nm.gov/aircenter.htm,(+1) 575-347-5703
SVJ,SVJ,Svolvr Helle Airport,,,
SAT,SAT,San Antonio International Airport,"""9800 Airport Blvd. ",http://www.sanantonio.gov/SAT,(+1) 210-207-3433
DIU,DIU,Diu Airport,,http://www.aai.aero/allAirports/diu_airpo_gi.jsp,
ORD,CHI,Ohare International Airport,"""10000 West OHare Avenue",http://www.flychicago.com/pages/landingpage.aspx,(+1) 773-686-2200
CIC,CIC,Chico Municipal Airport,"""150 Airpark Blvd",http://www.ci.chico.ca.us/Airport/Home_Page.asp,(+1) 530-896-7200
MDW,CHI,Chicago Midway International Airport,"""5700 S Cicero Ave",http://chicago-mdw.worldairportguides.com/,(+1) 773-838-0600
CMH,CMH,Port Columbus International Airport,"""4600 International Gateway",http://columbusairports.com/,(+1) 614-239-4000
DLA,DLA,Douala International Airport,"""Source de Quartier",,NA
RNB,RNB,Ronneby Airport,"""Bredakravagen 26",http://www.swedavia.com/ronneby/,(+46)-(0)10-109 54 00
NIM,NIM,Diori Hamani International Airport,,,
KGL,KGL,Kigali International Airport,"""Kanombe",,NA
ROC,ROC,Greater Rochester International Airport,"""1200 Brooks Ave",http://www2.monroecounty.gov/airport-index.php,(+1) 585-753-7000
MLA,MLA,Malta International Airport,"""Luqa LQA 4000",http://www.maltairport.com/en/home.htm,(+356) 2124 9600
SPD,JSR,Saidpur Airport,,,
CTS,SPK,New Chitose Airport,"""Bibi",http://www.new-chitose-airport.jp/ja/,(+81) 123-23-0111
TUS,TUS,Tucson International Airport,"""7250 S Tucson Blvd",http://www.flytucsonairport.com/,(+1) 520-573-8100
HIB,HIB,Range Regional Airport,"""11038 Hwy 37",http://www.rangeregionalairport.com/,(+1) 218-262-3451
HFT,HFT,Hammerfest Airport,"""Avinor",http://www.avinor.no/en/airport/hammerfest,(+47) 67 03 50 50
NHV,NHV,Nuku Hiva Airport,,,
GTF,GTF,Great Falls International Airport,"""2800 Terminal Dr",http://flygtf.com/index.php?p=Main,(+1) 406-727-3404
RSW,FMY,Southwest Florida International Airport,"""11000 Terminal Access Rd",http://www.flylcpa.com/,(+1) 239-590-4800
ELU,LOO,Guemar Airport,,,
MEM,MEM,Memphis International Airport,"""2491 Winchester Rd",http://www.mscaa.com/,(+1) 901-922-8000
OKC,OKC,Will Rogers World Airport,"""7100 Terminal Dr",http://www.flyokc.com/,(+1) 405-316-3200
TIP,TIP,Tripoli International Airport,,,
LXA,LXA,Lhasa Gonggar Airport,,,
CAI,CAI,Cairo International Airport,"""Heliopolis",http://www.cairo-airport.com/,(+20) 2 22655000
GRX,GRX,Federico Garca Lorca Airport,"""Carretera antigua de Malaga",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Federico-Garcia-Lorca-Granada-Jaen/en/,(+34) 902 40 47 04
ZSE,ZSE,Pierrefonds Airport,,,
SBY,SBY,Salisbury-ocean City-wicomico Regional Airport,"""5485 Airport Terminal Road",http://www.flysbyairport.com/,(+1) 410-548-4827
CVG,CVG,Cincinnati-northern Kentucky International Airport,"""2939 Terminal Dr",http://www.cvgairport.com/,(+1) 859-767-3151
OGG,OGG,Kahului Airport,"""1 Kahului Airport Rd",http://hawaii.gov/ogg/,(+1) 808-872-3830
BIA,BIA,Bastia-poretta Airport,,,
PTY,PTY,Tocumen International Airport,"""Av Domingo Díaz",http://www.tocumenpanama.aero/,(+507) 238-2761
ALB,ALB,Albany International Airport,"""Albany International Airport 737 Albany-Shaker Road Albany",http://www.albanyairport.com/,(+1) 518-242-2200
PIU,PIU,Capitn Fap Guillermo Concha Iberico International Airport,,,
OHE,YNO,Gu-lian Airport,,,
OHE,YNB,Gu-lian Airport,,,
MLB,MLB,Melbourne International Airport,"""1 Air Terminal Pkwy",http://www.mlbair.com/,(+1) 321-723-6227
HLN,HLN,Helena Regional Airport,"""2850 Skyway Dr",http://helenaairport.com/,(+1) 406-442-2821
ODS,ODS,Odessa International Airport,"""Odesa",http://www.odessa.aero/en,(+380) 48 770 8163
SYR,SYR,Syracuse Hancock International Airport,"""1000 Colonel Eileen Collins Blvd",http://www.flysyracuse.com/,(+1) 315-454-4330
MTR,MTR,Los Garzones Airport,,,
BAH,BAH,Bahrain International Airport,"""Muharraq",http://www.bahrainairport.com/,NA
KTN,KTN,Ketchikan International Airport,"""1000 Airport Terminal Way",https://nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?airportId=KTN,(+1) 907-225-6800
STM,STM,Maestro Wilson Fonseca Airport,,,
PSP,PSP,Palm Springs International Airport,"""3400 E Tahquitz Canyon Way",http://www.palmspringsca.gov/?page=270,(+1) 760-318-3800
LUK,CVG,Cincinnati Municipal Airport,"""262 Wilmer Ave",http://www.airnav.com/airport/KLUK,(+1) 513-352-6340
MYY,MYY,Miri Airport,Malaysia,http://www.miriairport.com/,(+60) 85-615 204
CMI,CMI,University Of Illinois Willard Airport,"""11 Airport Rd",http://www.flycmi.com/generalaviation/,(+1) 217-244-8618
CUC,CUC,Camilo Daza International Airport,"""Barrio La Laguna",,NA
FWA,FWA,Fort Wayne International Airport,"""3801 West Ferguson Road",https://fwairport.com/,(+1) 260-747-4146
CTM,CTM,Chetumal International Airport,Mexico,http://www.aeropuertosmexico.com/Ingles/content/view/233/333/,NA
ITM,OSA,Osaka International Airport,"""３-５５５ Nishimachi Hotarugaike Toyonaka",http://osaka-airport.co.jp/,NA
SZG,SZG,Salzburg Airport,"""Innsbrucker Bundesstraße 95",http://www.salzburg-airport.com/en/,(+43) 662 8580-0
EBL,EBL,Erbil International Airport,,,
USM,USM,Samui Airport,"""11/85 Moo 4",,(+66) 77 484 897
CLD,SAN,Mcclellan-palomar Airport,"""2192 Palomar Airport Rd",http://www.sdcounty.ca.gov/dpw/airports/palomar.html,(+1) 760-431-4646
MTJ,MTJ,Montrose Regional Airport,"""2100 Airport Road Montrose",http://www.co.montrose.co.us/index.aspx?nid=194,(+1) 970-249-3203
HKD,HKD,Hakodate Airport,"""511 Takamatsu-cho",http://www.airport.ne.jp/hakodate/en/,(+81)-138-57-8881
NAQ,NAQ,Qaanaaq Airport,,,
MAO,MAO,Eduardo Gomes International Airport,"""Avenida Santos Dumont",http://www.infraero.gov.br/index.php/br/aeroportos/amazonas/aeroporto-internacional-eduardo-gomes.html,(+55) 92 3652-1210
YYJ,YYJ,Victoria International Airport,"""201-1640 Electra Blvd",http://www.victoriaairport.com,(+1) 250-953-7500
YLW,YLW,Kelowna International Airport,"""5533 Airport Way",http://www.kelowna.ca/CM/Page1317.aspx,(+1) 250-765-5125
SJC,SJC,San Jose International Airport,"""1701 Airport Blvd",http://www.flysanjose.com/,(+1) 408-392-3600
SAF,SAF,Santa Fe Municipal Airport,"""121 Aviation Dr",http://www.santafenm.gov/?nid=171,(+1) 505-955-2900
XRY,XRY,Jerez Airport,"""Carretera N-IV",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Federico-Garcia-Lorca-Granada-Jaen/en/,(+34) 956 15 00 00
RFP,RFP,Raiatea Airport,,,
DHN,DHN,Dothan Regional Airport,"""800 Airport Dr",http://www.flydothan.com/,(+1) 334-983-8100
BON,BON,Flamingo International Airport,"""Kralendijk",http://www.flamingoairport.com/,(+599) 717 5600
WGA,WGA,Wagga Wagga Airport,"""Don Kendall Dr",http://waggawaggaairport.com/,(+61) 1300 292 442
BFF,BFF,Western Nebraska Regional Airport,"""250023 Airport Rd #10",http://www.flyscottsbluff.com/,(+1) 308-635-4941
RMF,RMF,Marsa Alam International Airport,,,
RVN,RVN,Rovaniemi Airport,,,
NCL,NCL,Newcastle Airport,"""Woolsington",http://www.newcastleairport.com/,(+44) 0871 882 1121
SAV,SAV,Savannah-hilton Head International Airport,"""400 Airways Ave",http://savannahairport.com/,(+1) 912-964-0514
SFJ,SFJ,Kangerlussuaq Airport,,,
DIK,DIK,Dickinson Theodore Roosevelt Regional Airport,"""11120 42nd St SW",http://dickinsonairport.com/,(+1) 701-483-1062
KAJ,KAJ,Kajaani Airport,,,
SUX,SUX,Sioux Gateway Airport,"""2403 Aviation Blvd",http://flysux.com/,(+1) 712-279-6165
FSD,FSD,Sioux Falls Regional Airport,"""Joe Foss Field",http://www.sfairport.com/,(+1) 605.336.0762
SLU,SLU,George F L Charles Airport,"""Peninsular Rd",http://www.slaspa.com/about.php,(+961) 1 628 000
SBN,SBN,South Bend Airport,"""4477 Progress Dr",http://www.flysbn.com/,(+1) 574-282-4590
YEV,YEV,Inuvik Mike Zubko Airport,"""Inuvik",http://inuvik.ca/living-in-inuvik/community-profile/airport/,(+1) 867 777-2761
